com_id,com_nam,lin_ima,is_lob,dat_fil
"C00572818","BLACKHAWK FOR A BETTER TOMORROW, TOMORROW","http://docquery.fec.gov/cgi-bin/fecimg/?_15031404333+0","Y","2015-03-30"
"C00572818","BLACKHAWK FOR A BETTER TOMORROW, TOMORROW","http://docquery.fec.gov/cgi-bin/fecimg/?_15031394561+0","","2015-02-18"
"C00479246","BLACKROCK CAPITAL MANAGEMENT INC. POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14960869664+0","Y","2014-05-01"
"C00479246","BLACKROCK CAPITAL MANAGEMENT INC. POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10030272897+0","","2010-03-23"
"C00150797","BLANK  ROME PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_201602199008499433+0","Y","2016-02-19"
"C00150797","BLANK  ROME PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_15951084682+0","Y","2015-03-20"
"C00150797","BLANK  ROME PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_12961254651+0","Y","2012-11-08"
"C00150797","BLANK  ROME PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_12952921506+0","Y","2012-09-17"
"C00150797","BLANK  ROME PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_29933638182+0","Y","2009-05-06"
"C00150797","BLANK  ROME PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_29991792474+0","Y","2009-03-25"
"C00253153","BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13962487447+0","Y","2013-05-20"
"C00253153","BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13962638693+0","Y","2013-05-20"
"C00253153","BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29991868321+0","Y","2009-03-27"
"C00197202","BLUE CROSS AND BLUE SHIELD OF KANSAS, INC. EMPLOYEE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_13964015408+0","Y","2013-07-10"
"C00197202","BLUE CROSS AND BLUE SHIELD OF KANSAS, INC. EMPLOYEE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_29933625724+0","Y","2009-04-30"
"C00197202","BLUE CROSS AND BLUE SHIELD OF KANSAS, INC. EMPLOYEE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_29991795799+0","Y","2009-03-27"
"C00406850","BLUE CROSS BLUE SHIELD OF SOUTH CAROLINA FEDERAL GOVERNMENT PROGRAMS","http://docquery.fec.gov/cgi-bin/fecimg/?_12972180948+0","Y","2012-09-14"
"C00406850","BLUE CROSS BLUE SHIELD OF SOUTH CAROLINA FEDERAL GOVERNMENT PROGRAMS","http://docquery.fec.gov/cgi-bin/fecimg/?_12952654713+0","","2012-08-17"
"C00406850","BLUE CROSS BLUE SHIELD OF SOUTH CAROLINA FEDERAL GOVERNMENT PROGRAMS","http://docquery.fec.gov/cgi-bin/fecimg/?_12972038616+0","","2012-08-17"
"C00406850","BLUE CROSS BLUE SHIELD OF SOUTH CAROLINA FEDERAL GOVERNMENT PROGRAMS","http://docquery.fec.gov/cgi-bin/fecimg/?_10931074182+0","Y","2010-07-27"
"C00406850","BLUE CROSS BLUE SHIELD OF SOUTH CAROLINA FEDERAL GOVERNMENT PROGRAMS","http://docquery.fec.gov/cgi-bin/fecimg/?_29934693982+0","Y","2009-09-29"
"C00406850","BLUE CROSS BLUE SHIELD OF SOUTH CAROLINA FEDERAL GOVERNMENT PROGRAMS","http://docquery.fec.gov/cgi-bin/fecimg/?_29934346208+0","Y","2009-07-24"
"C00406850","BLUE CROSS BLUE SHIELD OF SOUTH CAROLINA FEDERAL GOVERNMENT PROGRAMS","http://docquery.fec.gov/cgi-bin/fecimg/?_29934346005+0","","2009-07-24"
"C00406850","BLUE CROSS BLUE SHIELD OF SOUTH CAROLINA FEDERAL GOVERNMENT PROGRAMS","http://docquery.fec.gov/cgi-bin/fecimg/?_29934003584+0","Y","2009-06-11"
"C00406850","BLUE CROSS BLUE SHIELD OF SOUTH CAROLINA FEDERAL GOVERNMENT PROGRAMS","http://docquery.fec.gov/cgi-bin/fecimg/?_29991792223+0","Y","2009-03-25"
"C00557793","BLUE ORIGIN LLC POLITICAL ACTION COMMITTEE (BLUE ORIGIN PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_15971085862+0","Y","2015-05-26"
"C00557793","BLUE ORIGIN LLC POLITICAL ACTION COMMITTEE (BLUE ORIGIN PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_15970698071+0","Y","2015-05-15"
"C00557793","BLUE ORIGIN LLC POLITICAL ACTION COMMITTEE (BLUE ORIGIN PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_14031194457+0","","2014-03-14"
"C00557793","BLUE ORIGIN LLC POLITICAL ACTION COMMITTEE (BLUE ORIGIN PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_14031190516+0","","2014-02-21"
"C00503003","BLUECROSS BLUESHIELD OF TENNESSEE INC POLITICAL ACTION COMMITTEE (BCBSTN PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_12972180200+0","Y","2012-09-13"
"C00503003","BLUECROSS BLUESHIELD OF TENNESSEE INC POLITICAL ACTION COMMITTEE (BCBSTN PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_11030664689+0","Y","2011-10-01"
"C00194746","BLUEPAC - BLUE CROSS BLUE SHIELD ASSOCIATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_201602089008442830+0","Y","2016-02-08"
"C00194746","BLUEPAC - BLUE CROSS BLUE SHIELD ASSOCIATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_201507069000057420+0","Y","2015-07-06"
"C00194746","BLUEPAC - BLUE CROSS BLUE SHIELD ASSOCIATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_15970292390+0","Y","2015-03-04"
"C00194746","BLUEPAC - BLUE CROSS BLUE SHIELD ASSOCIATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_14978115058+0","Y","2014-10-10"
"C00194746","BLUEPAC - BLUE CROSS BLUE SHIELD ASSOCIATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_14960888576+0","Y","2014-05-13"
"C00194746","BLUEPAC - BLUE CROSS BLUE SHIELD ASSOCIATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_12952691439+0","Y","2012-08-20"
"C00194746","BLUEPAC - BLUE CROSS BLUE SHIELD ASSOCIATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_10931782313+0","Y","2010-11-03"
"C00194746","BLUEPAC - BLUE CROSS BLUE SHIELD ASSOCIATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_10990699717+0","Y","2010-05-20"
"C00194746","BLUEPAC - BLUE CROSS BLUE SHIELD ASSOCIATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_29934693894+0","Y","2009-09-29"
"C00194746","BLUEPAC - BLUE CROSS BLUE SHIELD ASSOCIATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_29934344592+0","Y","2009-07-23"
"C00194746","BLUEPAC - BLUE CROSS BLUE SHIELD ASSOCIATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_29991785716+0","Y","2009-03-23"
"C00235739","BNSF RAILWAY COMPANY RAILPAC (BNSF RAILPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_201507089000067045+0","Y","2015-07-08"
"C00235739","BNSF RAILWAY COMPANY RAILPAC (BNSF RAILPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_14983679238+0","Y","2014-12-11"
"C00235739","BNSF RAILWAY COMPANY RAILPAC (BNSF RAILPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_14960567229+0","Y","2014-03-28"
"C00235739","BNSF RAILWAY COMPANY RAILPAC (BNSF RAILPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_13964955155+0","Y","2013-12-26"
"C00235739","BNSF RAILWAY COMPANY RAILPAC (BNSF RAILPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_13962853342+0","Y","2013-06-13"
"C00235739","BNSF RAILWAY COMPANY RAILPAC (BNSF RAILPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_10990859412+0","Y","2010-07-14"
"C00235739","BNSF RAILWAY COMPANY RAILPAC (BNSF RAILPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_10930661488+0","Y","2010-04-29"
"C00235739","BNSF RAILWAY COMPANY RAILPAC (BNSF RAILPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_10990328665+0","Y","2010-02-22"
"C00235739","BNSF RAILWAY COMPANY RAILPAC (BNSF RAILPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_29991794765+0","Y","2009-03-26"
"C00420398","BOEHRINGER INGELHEIM USA CORPORATION POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12970524494+0","Y","2012-02-28"
"C00420398","BOEHRINGER INGELHEIM USA CORPORATION POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11952508958+0","Y","2011-10-05"
"C00420398","BOEHRINGER INGELHEIM USA CORPORATION POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29991762077+0","Y","2009-03-17"
"C00546473","BOMBARDIER TRANSPORTATION (GLOBAL) USA INC./BOMBARDIER AEROSPACE (HOLDINGS) USA INC. PAC(BOMBARDIER PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_201601089004443488+0","Y","2016-01-08"
"C00546473","BOMBARDIER TRANSPORTATION (GLOBAL) USA INC./BOMBARDIER AEROSPACE (HOLDINGS) USA INC. PAC(BOMBARDIER PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_15950093577+0","Y","2015-01-27"
"C00546473","BOMBARDIER TRANSPORTATION (GLOBAL) USA INC./BOMBARDIER AEROSPACE (HOLDINGS) USA INC. PAC(BOMBARDIER PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_14940008165+0","Y","2014-01-08"
"C00546473","BOMBARDIER TRANSPORTATION (GLOBAL) USA INC./BOMBARDIER AEROSPACE (HOLDINGS) USA INC. PAC(BOMBARDIER PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_13031081718+0","Y","2013-07-02"
"C00255356","BOMBARDIER TRANSPORTATION (HOLDINGS) USA INC EMPLOYEES' POLITICAL FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_13031071314+0","Y","2013-05-20"
"C00255356","BOMBARDIER TRANSPORTATION (HOLDINGS) USA INC EMPLOYEES' POLITICAL FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_29030164221+0","","2009-10-07"
"C00255356","BOMBARDIER TRANSPORTATION (HOLDINGS) USA INC EMPLOYEES' POLITICAL FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_29030133696+0","","2009-07-30"
"C00456699","BOND DEALERS OF AMERICA POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12950511436+0","Y","2012-02-15"
"C00456699","BOND DEALERS OF AMERICA POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11972706275+0","Y","2011-11-29"
"C00456699","BOND DEALERS OF AMERICA POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29030090987+0","Y","2009-05-18"
"C00456699","BOND DEALERS OF AMERICA POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29030062927+0","Y","2009-04-07"
"C00357863","BOSTON SCIENTIFIC CORPORATION POLITICAL ACTION COMMITTEE ('BSC PAC')","http://docquery.fec.gov/cgi-bin/fecimg/?_12950030075+0","Y","2012-01-04"
"C00357863","BOSTON SCIENTIFIC CORPORATION POLITICAL ACTION COMMITTEE ('BSC PAC')","http://docquery.fec.gov/cgi-bin/fecimg/?_29933396381+0","Y","2009-03-25"
"C00060103","BP CORPORATION NORTH AMERICA INC. POLITICAL ACTION COMMITTEE (BP EMPLOYEE PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_201511049003283326+0","Y","2015-11-04"
"C00060103","BP CORPORATION NORTH AMERICA INC. POLITICAL ACTION COMMITTEE (BP EMPLOYEE PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_15951177628+0","Y","2015-04-16"
"C00060103","BP CORPORATION NORTH AMERICA INC. POLITICAL ACTION COMMITTEE (BP EMPLOYEE PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_14952806148+0","Y","2014-12-04"
"C00060103","BP CORPORATION NORTH AMERICA INC. POLITICAL ACTION COMMITTEE (BP EMPLOYEE PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_29991768234+0","Y","2009-03-19"
"C00021295","BRACEPAC","http://docquery.fec.gov/cgi-bin/fecimg/?_13961238574+0","Y","2013-04-02"
"C00021295","BRACEPAC","http://docquery.fec.gov/cgi-bin/fecimg/?_29933387019+0","Y","2009-03-23"
"C00500017","BRADLEY ARANT BOULT CUMMINGS LLP FEDERAL POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11030653538+0","Y","2011-08-17"
"C00500017","BRADLEY ARANT BOULT CUMMINGS LLP FEDERAL POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11030644823+0","Y","2011-08-02"
"C00596346","BRAZILIAN GOVERNMENT RELATIONS BUREAU OF AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_201512139004176508+0","Y","2015-12-13"
"C00429712","BRICK INDUSTRY ASSOCIATION'S BRICK PAC FOR A STRONGER AMERICA (BRICK PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_29933494490+0","Y","2009-04-14"
"C00429712","BRICK INDUSTRY ASSOCIATION'S BRICK PAC FOR A STRONGER AMERICA (BRICK PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_29991791304+0","Y","2009-03-25"
"C00371948","BRIDGESTONE AMERICAS INC. PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_14961261334+0","Y","2014-06-13"
"C00371948","BRIDGESTONE AMERICAS INC. PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_29991766385+0","Y","2009-03-19"
"C00559633","BRINGING YELLOWHAMMER REPUBLICANS NEW ENERGY (BYRNE PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_14978204252+0","","2014-10-14"
"C00559633","BRINGING YELLOWHAMMER REPUBLICANS NEW ENERGY (BYRNE PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_14960744734+0","Y","2014-04-15"
"C00559633","BRINGING YELLOWHAMMER REPUBLICANS NEW ENERGY (BYRNE PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_14031194676+0","Y","2014-03-18"
"C00035675","BRISTOL-MYERS SQUIBB CO. EMPLOYEE POLITICAL ADVOCACY FUND FOR INNOVATION","http://docquery.fec.gov/cgi-bin/fecimg/?_201509049001614321+0","Y","2015-09-04"
"C00035675","BRISTOL-MYERS SQUIBB CO. EMPLOYEE POLITICAL ADVOCACY FUND FOR INNOVATION","http://docquery.fec.gov/cgi-bin/fecimg/?_14941853682+0","Y","2014-07-17"
"C00035675","BRISTOL-MYERS SQUIBB CO. EMPLOYEE POLITICAL ADVOCACY FUND FOR INNOVATION","http://docquery.fec.gov/cgi-bin/fecimg/?_13960460941+0","Y","2013-01-23"
"C00035675","BRISTOL-MYERS SQUIBB CO. EMPLOYEE POLITICAL ADVOCACY FUND FOR INNOVATION","http://docquery.fec.gov/cgi-bin/fecimg/?_12972038349+0","Y","2012-08-17"
"C00035675","BRISTOL-MYERS SQUIBB CO. EMPLOYEE POLITICAL ADVOCACY FUND FOR INNOVATION","http://docquery.fec.gov/cgi-bin/fecimg/?_11931543367+0","Y","2011-09-30"
"C00035675","BRISTOL-MYERS SQUIBB CO. EMPLOYEE POLITICAL ADVOCACY FUND FOR INNOVATION","http://docquery.fec.gov/cgi-bin/fecimg/?_29991941499+0","","2009-04-14"
"C00035675","BRISTOL-MYERS SQUIBB CO. EMPLOYEE POLITICAL ADVOCACY FUND FOR INNOVATION","http://docquery.fec.gov/cgi-bin/fecimg/?_29933397630+0","Y","2009-03-26"
"C00596353","BRITISH GOVERNMENT RELATIONS BUREAU OF AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_201512139004176512+0","Y","2015-12-13"
"C00302950","BROADCAST MUSIC INC LEGISLATIVE FUND FOR AUTHORS COMPOSERS & PUBLISHERS","http://docquery.fec.gov/cgi-bin/fecimg/?_29933396116+0","Y","2009-03-24"
"C00254953","BROOKE HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY SEPARATE SEGREGATED FUND (JACKSON NATIONAL PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_201510299003253509+0","Y","2015-10-29"
"C00254953","BROOKE HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY SEPARATE SEGREGATED FUND (JACKSON NATIONAL PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_15970299210+0","Y","2015-03-16"
"C00254953","BROOKE HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY SEPARATE SEGREGATED FUND (JACKSON NATIONAL PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_13961649775+0","Y","2013-04-16"
"C00254953","BROOKE HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY SEPARATE SEGREGATED FUND (JACKSON NATIONAL PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_12951377559+0","Y","2012-04-12"
"C00254953","BROOKE HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY SEPARATE SEGREGATED FUND (JACKSON NATIONAL PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_11931239961+0","Y","2011-04-21"
"C00254953","BROOKE HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY SEPARATE SEGREGATED FUND (JACKSON NATIONAL PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_29933362251+0","Y","2009-03-18"
"C00011262","BROTHERHOOD OF RAILROAD SIGNALMEN POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11971639108+0","Y","2011-10-18"
"C00011262","BROTHERHOOD OF RAILROAD SIGNALMEN POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29991931071+0","Y","2009-04-13"
"C00011262","BROTHERHOOD OF RAILROAD SIGNALMEN POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29933399820+0","Y","2009-03-27"
"C00326405","BROWN AND COMPANY INC PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_29991793457+0","Y","2009-03-26"
"C00059733","BROWN-FORMAN CORPORATION NON-PARTISAN COMMITTEE FOR RESPONSIBLE GOVERNMENT","http://docquery.fec.gov/cgi-bin/fecimg/?_29992551942+0","Y","2009-07-30"
"C00110262","BRUNSWICK CORPORATION GOOD GOVERNMENT FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_29933592943+0","Y","2009-04-22"
"C00110262","BRUNSWICK CORPORATION GOOD GOVERNMENT FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_29991765040+0","Y","2009-03-18"
"C00332643","BRYAN CAVE LLP POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_15970270868+0","Y","2015-02-19"
"C00332643","BRYAN CAVE LLP POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11932089380+0","Y","2011-07-28"
"C00332643","BRYAN CAVE LLP POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10990671746+0","Y","2010-05-14"
"C00332643","BRYAN CAVE LLP POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10990269939+0","Y","2010-02-04"
"C00332643","BRYAN CAVE LLP POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29934025794+0","Y","2009-06-19"
"C00332643","BRYAN CAVE LLP POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29933399871+0","Y","2009-03-27"
"C00416685","BSA | THE SOFTWARE ALLIANCE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_13940350054+0","Y","2013-03-15"
"C00416685","BSA | THE SOFTWARE ALLIANCE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_13960470667+0","Y","2013-01-24"
"C00416685","BSA | THE SOFTWARE ALLIANCE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_12972444720+0","Y","2012-09-25"
"C00416685","BSA | THE SOFTWARE ALLIANCE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_10930559672+0","Y","2010-04-14"
"C00416685","BSA | THE SOFTWARE ALLIANCE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_29933387627+0","Y","2009-03-23"
"C00195388","BUCHANAN INGERSOLL & ROONEY PC COMMITTEE FOR EFFECTIVE GOVERNMENT 'BIRPC PAC'","http://docquery.fec.gov/cgi-bin/fecimg/?_14952587286+0","Y","2014-11-14"
"C00195388","BUCHANAN INGERSOLL & ROONEY PC COMMITTEE FOR EFFECTIVE GOVERNMENT 'BIRPC PAC'","http://docquery.fec.gov/cgi-bin/fecimg/?_14951868616+0","Y","2014-10-21"
"C00195388","BUCHANAN INGERSOLL & ROONEY PC COMMITTEE FOR EFFECTIVE GOVERNMENT 'BIRPC PAC'","http://docquery.fec.gov/cgi-bin/fecimg/?_14961239979+0","Y","2014-06-10"
"C00195388","BUCHANAN INGERSOLL & ROONEY PC COMMITTEE FOR EFFECTIVE GOVERNMENT 'BIRPC PAC'","http://docquery.fec.gov/cgi-bin/fecimg/?_11971565535+0","Y","2011-10-12"
"C00195388","BUCHANAN INGERSOLL & ROONEY PC COMMITTEE FOR EFFECTIVE GOVERNMENT 'BIRPC PAC'","http://docquery.fec.gov/cgi-bin/fecimg/?_29992025463+0","Y","2009-04-21"
"C00195388","BUCHANAN INGERSOLL & ROONEY PC COMMITTEE FOR EFFECTIVE GOVERNMENT 'BIRPC PAC'","http://docquery.fec.gov/cgi-bin/fecimg/?_29933403631+0","Y","2009-03-31"
"C00492157","BUFFALO WILD WINGS INC POLITICAL ACTION COMMITTEE (BWWPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_14961582718+0","Y","2014-07-15"
"C00492157","BUFFALO WILD WINGS INC POLITICAL ACTION COMMITTEE (BWWPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_11030534722+0","","2011-01-11"
"C00000901","BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_13961229009+0","Y","2013-03-28"
"C00000901","BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_29991795657+0","Y","2009-03-27"
"C00334904","BUILDING OUR BASES (B.O.B.S.) PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_29933401643+0","Y","2009-03-29"
"C00368803","BURGER KING CORPORATION POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12953090883+0","Y","2012-09-20"
"C00368803","BURGER KING CORPORATION POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10990137103+0","Y","2010-01-25"
"C00368803","BURGER KING CORPORATION POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29992162428+0","Y","2009-05-26"
"C00368803","BURGER KING CORPORATION POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29933399251+0","Y","2009-03-27"
"C00442913","BURNS AND MCDONNELL INC. PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_29933398184+0","Y","2009-03-26"
"C00483040","BUSINESS LEADERS FOR THE ADVANCEMENT OF SPACE TECHNOLOGY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_12970626410+0","Y","2012-03-16"
"C00483040","BUSINESS LEADERS FOR THE ADVANCEMENT OF SPACE TECHNOLOGY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_12970126910+0","","2012-01-25"
"C00483040","BUSINESS LEADERS FOR THE ADVANCEMENT OF SPACE TECHNOLOGY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_11972271379+0","","2011-11-22"
"C00483040","BUSINESS LEADERS FOR THE ADVANCEMENT OF SPACE TECHNOLOGY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_10030343227+0","","2010-06-07"
"C00483040","BUSINESS LEADERS FOR THE ADVANCEMENT OF SPACE TECHNOLOGY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_10030324857+0","","2010-05-12"
"C00442046","BUTTERBALL POLITICAL ACTION COMMITTEE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_14960674583+0","Y","2014-04-14"
"C00442046","BUTTERBALL POLITICAL ACTION COMMITTEE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_13940512878+0","Y","2013-04-08"
"C00442046","BUTTERBALL POLITICAL ACTION COMMITTEE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_12972204685+0","","2012-09-19"
"C00442046","BUTTERBALL POLITICAL ACTION COMMITTEE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_12971204281+0","","2012-05-02"
"C00442046","BUTTERBALL POLITICAL ACTION COMMITTEE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_12970424561+0","","2012-02-15"
"C00442046","BUTTERBALL POLITICAL ACTION COMMITTEE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_10991050180+0","","2010-08-10"
"C00365502","BWX TECHNOLOGIES, INC POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_201508049000777119+0","Y","2015-08-04"
"C00365502","BWX TECHNOLOGIES, INC POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_201507079000061334+0","Y","2015-07-07"
"C00365502","BWX TECHNOLOGIES, INC POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_15970687583+0","Y","2015-05-05"
"C00365502","BWX TECHNOLOGIES, INC POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12970535028+0","Y","2012-03-14"
"C00365502","BWX TECHNOLOGIES, INC POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10991037910+0","Y","2010-08-02"
"C00365502","BWX TECHNOLOGIES, INC POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29933403543+0","Y","2009-03-31"
"C00365502","BWX TECHNOLOGIES, INC POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29933349814+0","Y","2009-03-13"
"C00359125","C. R. BARD INC. ACTIVE CITIZENSHIP COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11952786906+0","Y","2011-11-04"
"C00359125","C. R. BARD INC. ACTIVE CITIZENSHIP COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29991868238+0","Y","2009-03-27"
"C00512673","C.H. ROBINSON WORLDWIDE INC. PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_13940105304+0","Y","2013-02-11"
